Year,m,d,Time,Time zone,Pressure (msl) (hPa),Precipitation amount (mm),Air temperature (degC)
2003,1,2,17:00,UTC,999.6,,-20.4
2003,1,2,18:00,UTC,999.5,,-20.9
2003,1,2,19:00,UTC,999.5,,-20.9
2003,1,2,20:00,UTC,999.6,,-20.9
2003,1,2,21:00,UTC,999.3,,-20.9
2003,1,2,22:00,UTC,999.2,,-21.1
2003,1,2,23:00,UTC,999.3,,-21
2003,1,3,00:00,UTC,999.5,,-21.3
2003,1,3,01:00,UTC,999.4,,-21.7
2003,1,3,02:00,UTC,999.4,,-21.2
2003,1,3,03:00,UTC,999.2,,-21.3
2003,1,3,04:00,UTC,999,,-21.5
2003,1,3,05:00,UTC,999.3,,-21.5
2003,1,3,06:00,UTC,999.5,,-21.5
2003,1,3,07:00,UTC,1000,,-21.3
2003,1,3,08:00,UTC,1000.9,,-21.5
2003,1,3,09:00,UTC,1001.2,,-21.1
2003,1,3,10:00,UTC,1001,,-20.4
2003,1,3,11:00,UTC,1000.9,,-19.9
2003,1,3,12:00,UTC,1001.3,,-19.5
2003,1,3,13:00,UTC,1001.6,,-19.9
2003,1,3,14:00,UTC,1001.9,,-20.5
2003,1,3,15:00,UTC,1002.2,,-20.6
2003,1,3,16:00,UTC,1002.6,,-20.8
2003,1,3,17:00,UTC,1002.8,,-21.1
2003,1,3,18:00,UTC,1003.2,,-21.3
2003,1,3,19:00,UTC,1003.7,,-21.8
2003,1,3,20:00,UTC,1004,,-22.6
2003,1,3,21:00,UTC,1004.3,,-23.2
2003,1,3,22:00,UTC,1004.4,,-23.4
2003,1,3,23:00,UTC,1004.7,,-23.6
2003,1,4,00:00,UTC,1004.7,,-23.9
2003,1,4,01:00,UTC,1005,,-24.3
2003,1,4,02:00,UTC,1005.2,,-24.4
2003,1,4,03:00,UTC,1005.3,,-24.3
2003,1,4,04:00,UTC,1005.4,,-24.4
2003,1,4,05:00,UTC,1005.7,,-24.2
2003,1,4,06:00,UTC,1005.9,,-23.9
2003,1,4,07:00,UTC,1006.5,,-23.7
2003,1,4,08:00,UTC,1006.6,,-23.5
2003,1,4,09:00,UTC,1006.9,,-23
2003,1,4,10:00,UTC,1006.8,,-22.4
2003,1,4,11:00,UTC,1006.9,,-21.8
2003,1,4,12:00,UTC,1006.9,,-21.5
2003,1,4,13:00,UTC,1007.1,,-21.6
2003,1,4,14:00,UTC,1007.5,,-21.7
2003,1,4,15:00,UTC,1007.6,,-21.6
2003,1,4,16:00,UTC,1007.7,,-21.7
2003,1,4,17:00,UTC,1007.7,,-21.4
2003,1,4,18:00,UTC,1007.6,,-20.9
2003,1,4,19:00,UTC,1007.7,,-20.7
2003,1,4,20:00,UTC,1007.9,,-21.2
2003,1,4,21:00,UTC,1008.1,,-21.8
2003,1,4,22:00,UTC,1008.4,,-22.3
2003,1,4,23:00,UTC,1008.5,,-22.4
2003,1,5,00:00,UTC,1008.4,,-22.8
2003,1,5,01:00,UTC,1008.9,,-23.1
2003,1,5,02:00,UTC,1008.9,,-23.5
2003,1,5,03:00,UTC,1009.1,,-23.9
2003,1,5,04:00,UTC,1009.2,,-24
2003,1,5,05:00,UTC,1009.4,,-24
2003,1,5,06:00,UTC,1009.9,,-23.6
2003,1,5,07:00,UTC,1010.3,,-23.2
2003,1,5,08:00,UTC,1010.7,,-22.6
2003,1,5,09:00,UTC,1011.2,,-22.5
2003,1,5,10:00,UTC,1011.5,,-21.6
2003,1,5,11:00,UTC,1011.7,,-21
2003,1,5,12:00,UTC,1011.9,,-20.5
2003,1,5,13:00,UTC,1012.5,,-21.2
2003,1,5,14:00,UTC,1013,,-21.9
2003,1,5,15:00,UTC,1013.4,,-22.1
2003,1,5,16:00,UTC,1013.5,,-21.7
2003,1,5,17:00,UTC,1014.2,,-21.7
2003,1,5,18:00,UTC,1014.7,,-21.9
2003,1,5,19:00,UTC,1014.9,,-21.9
2003,1,5,20:00,UTC,1015,,-22
2003,1,5,21:00,UTC,1015.4,,-21.9
2003,1,5,22:00,UTC,1015.8,,-21.9
2003,1,5,23:00,UTC,1016.1,,-22.2
2003,1,6,00:00,UTC,1016.2,,-22
2003,1,6,01:00,UTC,1016.3,,-21.7
2003,1,6,02:00,UTC,1016.5,,-22
2003,1,6,03:00,UTC,1016.7,,-21.8
2003,1,6,04:00,UTC,1016.7,,-22.1
2003,1,6,05:00,UTC,1016.8,,-22.3
2003,1,6,06:00,UTC,1017,,-22.6
2003,1,6,07:00,UTC,1017.5,,-22.5
2003,1,6,08:00,UTC,1017.9,,-22.5
2003,1,6,09:00,UTC,1018.1,,-22.3
2003,1,6,10:00,UTC,1018.1,,-21.4
2003,1,6,11:00,UTC,1018.1,,-20.6
2003,1,6,12:00,UTC,1017.8,,-20.9
2003,1,6,13:00,UTC,1018,,-21.4
2003,1,6,14:00,UTC,1018.3,,-22
2003,1,6,15:00,UTC,1018.4,,-21.7
2003,1,6,16:00,UTC,1018.6,,-22.6
2003,1,6,17:00,UTC,1018.9,,-23.6
2003,1,6,18:00,UTC,1019,,-23.9
2003,1,6,19:00,UTC,1019.1,,-25.2
2003,1,6,20:00,UTC,1019.3,,-25.7
2003,1,6,21:00,UTC,1019.2,,-26.2
2003,1,6,22:00,UTC,1019.3,,-26.6
2003,1,6,23:00,UTC,1018.9,,-26.8
2003,1,7,00:00,UTC,1018.4,,-26.5
2003,1,7,01:00,UTC,1018.5,,-26.7
2003,1,7,02:00,UTC,1017.8,,-27
2003,1,7,03:00,UTC,1017.3,,-27.1
2003,1,7,04:00,UTC,1016.8,,-26.8
2003,1,7,05:00,UTC,1016.2,,-25.3
2003,1,7,06:00,UTC,1015.7,,-20.7
2003,1,7,07:00,UTC,1015.3,,-19.8
2003,1,7,08:00,UTC,1014.8,,-14.8
2003,1,7,09:00,UTC,1014.2,,-14.2
2003,1,7,10:00,UTC,1013.4,,-13.6
2003,1,7,11:00,UTC,1012.4,,-12.3
2003,1,7,12:00,UTC,1011.5,,-11.3
2003,1,7,13:00,UTC,1010.6,,-9.8
2003,1,7,14:00,UTC,1009.8,,-8.9
2003,1,7,15:00,UTC,1009.1,,-8.5
2003,1,7,16:00,UTC,1008.5,,-7.6
2003,1,7,17:00,UTC,1008.3,,-7.4
2003,1,7,18:00,UTC,1008.6,,-7.3
2003,1,7,19:00,UTC,1009,,-8
2003,1,7,20:00,UTC,1010.1,,-9.1
2003,1,7,21:00,UTC,1010.7,,-10.2
2003,1,7,22:00,UTC,1011.2,,-11.9
2003,1,7,23:00,UTC,1011.5,,-14
2003,1,8,00:00,UTC,1011.7,,-15.2
2003,1,8,01:00,UTC,1012.2,,-15.8
2003,1,8,02:00,UTC,1012.3,,-15.8
2003,1,8,03:00,UTC,1012.3,,-14
2003,1,8,04:00,UTC,1012.2,,-14.6
2003,1,8,05:00,UTC,1011.6,,-14.5
2003,1,8,06:00,UTC,1011.9,,-13.7
2003,1,8,07:00,UTC,1011.4,,-12.2
2003,1,8,08:00,UTC,1010.8,,-11
2003,1,8,09:00,UTC,1010.4,,-7.8
2003,1,8,10:00,UTC,1009.1,,-6.5
2003,1,8,11:00,UTC,1008.4,,-5.8
2003,1,8,12:00,UTC,1007.6,,-5.1
2003,1,8,13:00,UTC,1007.2,,-4.4
2003,1,8,14:00,UTC,1006.9,,-3.8
2003,1,8,15:00,UTC,1006.8,,-3.3
2003,1,8,16:00,UTC,1006.4,,-2.8
2003,1,8,17:00,UTC,1005.9,,-2.1
2003,1,8,18:00,UTC,1005.6,,-1.4
2003,1,8,19:00,UTC,1005.2,,-1.4
2003,1,8,20:00,UTC,1005.1,,-1.5
2003,1,8,21:00,UTC,1005,,-1.6
2003,1,8,22:00,UTC,1005,,-1.6
2003,1,8,23:00,UTC,1004.8,,-1.3
2003,1,9,00:00,UTC,1005.1,,-1.1
2003,1,9,01:00,UTC,1004.8,,-1.1
2003,1,9,02:00,UTC,1004.7,,-1.1
2003,1,9,03:00,UTC,1004.3,,-1.2
2003,1,9,04:00,UTC,1004,,-1.2
2003,1,9,05:00,UTC,1003.6,,-1.6
2003,1,9,06:00,UTC,1003.6,,-1.5
2003,1,9,07:00,UTC,1004.3,,-1.9
2003,1,9,08:00,UTC,1004.9,,-2.2
2003,1,9,09:00,UTC,1005.6,,-2.6
2003,1,9,10:00,UTC,1006.3,,-3.6
2003,1,9,11:00,UTC,1007.1,,-4.8
2003,1,9,12:00,UTC,1007.7,,-6
2003,1,9,13:00,UTC,1008.4,,-7.5
2003,1,9,14:00,UTC,1009.3,,-8.5
2003,1,9,15:00,UTC,1010.2,,-9.2
2003,1,9,16:00,UTC,1011.3,,-10.6
2003,1,9,17:00,UTC,1012.5,,-11.5
2003,1,9,18:00,UTC,1013.3,,-12.2
2003,1,9,19:00,UTC,1014.1,,-13
2003,1,9,20:00,UTC,1014.9,,-14
2003,1,9,21:00,UTC,1015.9,,-15.3
2003,1,9,22:00,UTC,1017,,-16.5
2003,1,9,23:00,UTC,1017.5,,-17.9
2003,1,10,00:00,UTC,1018,,-19
2003,1,10,01:00,UTC,1018.5,,-19.5
2003,1,10,02:00,UTC,1019.3,,-20.5
2003,1,10,03:00,UTC,1019.7,,-20.7
2003,1,10,04:00,UTC,1020.1,,-21
2003,1,10,05:00,UTC,1020.7,,-21
2003,1,10,06:00,UTC,1021.5,,-21.2
2003,1,10,07:00,UTC,1022.6,,-22.2
2003,1,10,08:00,UTC,1023.2,,-22.8
2003,1,10,09:00,UTC,1023.7,,-22.8
2003,1,10,10:00,UTC,1024.3,,-22.5
2003,1,10,11:00,UTC,1024.7,,-22.2
2003,1,10,12:00,UTC,1024.8,,-21.9
2003,1,10,13:00,UTC,1024.9,,-22
2003,1,10,14:00,UTC,1024.9,,-22.7
2003,1,10,15:00,UTC,1025.3,,-22.8
2003,1,10,16:00,UTC,1025.5,,-22.5
2003,1,10,17:00,UTC,1025.8,,-22.9
2003,1,10,18:00,UTC,1026,,-23.1
2003,1,10,19:00,UTC,1026.5,,-23
2003,1,10,20:00,UTC,1026.9,,-23.2
2003,1,10,21:00,UTC,1027,,-23.9
2003,1,10,22:00,UTC,1026.9,,-24.3
2003,1,10,23:00,UTC,1026.5,,-24.7
2003,1,11,00:00,UTC,1026.5,,-25.1
2003,1,11,01:00,UTC,1025.9,,-25.2
2003,1,11,02:00,UTC,1025.5,,-25.4
2003,1,11,03:00,UTC,1024.7,,-25.8
2003,1,11,04:00,UTC,1024.3,,-24.8
2003,1,11,05:00,UTC,1023,,-21.9
2003,1,11,06:00,UTC,1022.3,,-21.1
2003,1,11,07:00,UTC,1021.1,,-20.6
2003,1,11,08:00,UTC,1019.4,,-18.2
2003,1,11,09:00,UTC,1017.1,,-15.2
2003,1,11,10:00,UTC,1014.7,,-13
2003,1,11,11:00,UTC,1012,,-11
2003,1,11,12:00,UTC,1009.9,,-9.2
2003,1,11,13:00,UTC,1008,,-7.4
2003,1,11,14:00,UTC,1006.2,,-6.8
2003,1,11,15:00,UTC,1004.8,,
2003,1,11,16:00,UTC,1003.8,,-3.4
2003,1,11,17:00,UTC,1002.9,,-3.3
2003,1,11,18:00,UTC,1002,,-3
2003,1,11,19:00,UTC,1001.4,,-2.8
2003,1,11,20:00,UTC,1000.7,,-2.5
2003,1,11,21:00,UTC,1000.7,,-2
2003,1,11,22:00,UTC,1000.1,,-1.7
2003,1,11,23:00,UTC,999.8,,-1.5
2003,1,12,00:00,UTC,999.9,,-1.1
2003,1,12,01:00,UTC,1000.1,,-1.9
2003,1,12,02:00,UTC,1000.3,,-1.2
2003,1,12,03:00,UTC,1000.9,,-0.9
2003,1,12,04:00,UTC,1001.4,,-1.6
2003,1,12,05:00,UTC,1002.3,,-1.8
2003,1,12,06:00,UTC,1003.4,,-2.2
2003,1,12,07:00,UTC,1004.9,,-2.3
2003,1,12,08:00,UTC,1006.5,,-2.4
2003,1,12,09:00,UTC,1007.3,,-2.4
2003,1,12,10:00,UTC,1008.1,,-2.5
2003,1,12,11:00,UTC,1008.9,,-3.3
2003,1,12,12:00,UTC,1008.9,,-4
2003,1,12,13:00,UTC,1009.3,,-5.2
2003,1,12,14:00,UTC,1009.6,,-5.9
2003,1,12,15:00,UTC,1009.5,,-5.6
2003,1,12,16:00,UTC,1009.2,,-5.5
2003,1,12,17:00,UTC,1008.5,,-4.5
2003,1,12,18:00,UTC,1007.6,,-5.9
2003,1,12,19:00,UTC,1006.5,,-6.2
2003,1,12,20:00,UTC,1005.1,,-4.5
2003,1,12,21:00,UTC,1002.7,,-3.5
2003,1,12,22:00,UTC,1001.2,,-2.9
2003,1,12,23:00,UTC,999.1,,-2.5
2003,1,13,00:00,UTC,996.6,,-2.3
2003,1,13,01:00,UTC,994.4,,-2.2
2003,1,13,02:00,UTC,992.4,,-0.9
2003,1,13,03:00,UTC,991,,0.2
2003,1,13,04:00,UTC,989.6,,0.5
2003,1,13,05:00,UTC,989.1,,0.7
2003,1,13,06:00,UTC,988.7,,0.8
2003,1,13,07:00,UTC,988.7,,0.8
2003,1,13,08:00,UTC,989,,1
2003,1,13,09:00,UTC,989.7,,1.3
2003,1,13,10:00,UTC,991,,0.8
2003,1,13,11:00,UTC,993.2,,-0.6
2003,1,13,12:00,UTC,995.5,,-2.3
2003,1,13,13:00,UTC,997.5,,-3.4
2003,1,13,14:00,UTC,999.5,,-4.8
2003,1,13,15:00,UTC,1001.1,,-5.9
2003,1,13,16:00,UTC,1002.7,,-6.5
2003,1,13,17:00,UTC,1004.5,,-7.5
2003,1,13,18:00,UTC,1006.1,,-8.9
2003,1,13,19:00,UTC,1007.6,,-10.2
2003,1,13,20:00,UTC,1009.1,,-11.1
2003,1,13,21:00,UTC,1010.3,,-12.1
2003,1,13,22:00,UTC,1011.1,,-12.9
2003,1,13,23:00,UTC,1011.5,,-13.5
2003,1,14,00:00,UTC,1011.8,,-14
2003,1,14,01:00,UTC,1011.8,,-15.3
2003,1,14,02:00,UTC,1011.5,,-16.2
2003,1,14,03:00,UTC,1010.5,,-13.7
2003,1,14,04:00,UTC,1009.6,,-11.3
2003,1,14,05:00,UTC,1008.1,,-10.5
2003,1,14,06:00,UTC,1006.5,,-10.2
2003,1,14,07:00,UTC,1004.2,,-10.1
2003,1,14,08:00,UTC,1002.1,,-9.4
2003,1,14,09:00,UTC,998.9,,-9
2003,1,14,10:00,UTC,996.7,,-8.1
2003,1,14,11:00,UTC,991.8,,-8.2
2003,1,14,12:00,UTC,988.7,,-7.8
2003,1,14,13:00,UTC,986.3,,-6.8
2003,1,14,14:00,UTC,984,,-6.4
2003,1,14,15:00,UTC,982.8,,-6
2003,1,14,16:00,UTC,982.1,,-5.9
2003,1,14,17:00,UTC,982.3,,-5.9
2003,1,14,18:00,UTC,983.1,,-6.4
2003,1,14,19:00,UTC,983.9,,-6.8
2003,1,14,20:00,UTC,984.3,,-6.8
2003,1,14,21:00,UTC,984.8,,-6.7
2003,1,14,22:00,UTC,985.1,,-6.5
2003,1,14,23:00,UTC,985.8,,-6.9
2003,1,15,00:00,UTC,986.6,,-7
2003,1,15,01:00,UTC,988.5,,-6.8
2003,1,15,02:00,UTC,990.5,,-7
2003,1,15,03:00,UTC,993,,-7.4
2003,1,15,04:00,UTC,994.6,,-8
2003,1,15,05:00,UTC,996,,-7.9
2003,1,15,06:00,UTC,997.9,,-7.9
2003,1,15,07:00,UTC,999,,-7.9
2003,1,15,08:00,UTC,999.1,,-7.8
2003,1,15,09:00,UTC,999.8,,-7.6
2003,1,15,10:00,UTC,1000,,-7.2
2003,1,15,11:00,UTC,999.6,,-6.8
2003,1,15,12:00,UTC,998.8,,-6.1
2003,1,15,13:00,UTC,998.3,,-5.8
2003,1,15,14:00,UTC,997.1,,-5.4
2003,1,15,15:00,UTC,995.9,,-4.6
2003,1,15,16:00,UTC,993.8,,-4.2
2003,1,15,17:00,UTC,991.9,,-2.6
2003,1,15,18:00,UTC,990.3,,-0.3
2003,1,15,19:00,UTC,988.3,,0.8
2003,1,15,20:00,UTC,987.7,,1.8
2003,1,15,21:00,UTC,987,,1.7
2003,1,15,22:00,UTC,986.7,,1.8
2003,1,15,23:00,UTC,986.3,,2.1
2003,1,16,00:00,UTC,986.3,,2.3
2003,1,16,01:00,UTC,986.4,,1.9
2003,1,16,02:00,UTC,986.2,,1.7
2003,1,16,03:00,UTC,986.4,,1.5
2003,1,16,04:00,UTC,986.2,,1.7
2003,1,16,05:00,UTC,985.9,,2
2003,1,16,06:00,UTC,985.6,,2.1
2003,1,16,07:00,UTC,985.3,,2
2003,1,16,08:00,UTC,985.1,,1.9
2003,1,16,09:00,UTC,984.8,,1.1
2003,1,16,10:00,UTC,984.2,,1.4
2003,1,16,11:00,UTC,984.1,,1.7
2003,1,16,12:00,UTC,984,,1.7
2003,1,16,13:00,UTC,984.1,,1.7
2003,1,16,14:00,UTC,985.2,,1.7
2003,1,16,15:00,UTC,986.5,,1.9
2003,1,16,16:00,UTC,989,,1.4
2003,1,16,17:00,UTC,991.1,,0.8
2003,1,16,18:00,UTC,993.5,,0.1
2003,1,16,19:00,UTC,995.7,,-0.4
2003,1,16,20:00,UTC,997.4,,-0.9
2003,1,16,21:00,UTC,998.5,,-1.1
2003,1,16,22:00,UTC,999.7,,-1.4
2003,1,16,23:00,UTC,1000.6,,-1.7
2003,1,17,00:00,UTC,1001.2,,-1.9
2003,1,17,01:00,UTC,1002.4,,-2.5
2003,1,17,02:00,UTC,1002.8,,-2.9
2003,1,17,03:00,UTC,1003.3,,-3.1
2003,1,17,04:00,UTC,1003.6,,-3.1
2003,1,17,05:00,UTC,1003.3,,-3.2
2003,1,17,06:00,UTC,1003.3,,-2.2
2003,1,17,07:00,UTC,1002.2,,-1
2003,1,17,08:00,UTC,1002,,-0.2
2003,1,17,09:00,UTC,1001.9,,-0.2
2003,1,17,10:00,UTC,1001.3,,0.5
2003,1,17,11:00,UTC,1000.9,,1.6
2003,1,17,12:00,UTC,1000.4,,1.9
2003,1,17,13:00,UTC,1000.4,,2
2003,1,17,14:00,UTC,1000.6,,1.8
2003,1,17,15:00,UTC,1000.5,,1.8
2003,1,17,16:00,UTC,1000.3,,2
2003,1,17,17:00,UTC,1000.4,,2.2
2003,1,17,18:00,UTC,1000.5,,2.3
2003,1,17,19:00,UTC,1000.5,,2.2
2003,1,17,20:00,UTC,1000.8,,2.5
2003,1,17,21:00,UTC,1000.8,,2.6
2003,1,17,22:00,UTC,1001.3,,2.7
2003,1,17,23:00,UTC,1000.7,,2.2
2003,1,18,00:00,UTC,1000.5,,2.8
2003,1,18,01:00,UTC,1000.9,,2.4
2003,1,18,02:00,UTC,1001.2,,2.2
2003,1,18,03:00,UTC,1001.3,,2
2003,1,18,04:00,UTC,1001.1,,2.2
2003,1,18,05:00,UTC,1000.9,,2
2003,1,18,06:00,UTC,1000.5,,1.6
2003,1,18,07:00,UTC,1000.1,,1.3
2003,1,18,08:00,UTC,999.4,,1.5
2003,1,18,09:00,UTC,999.1,,1.7
2003,1,18,10:00,UTC,998.7,,1.5
2003,1,18,11:00,UTC,998.4,,1.4
2003,1,18,12:00,UTC,997.8,,1.1
2003,1,18,13:00,UTC,997.5,,0.7
2003,1,18,14:00,UTC,997.1,,0.8
2003,1,18,15:00,UTC,996.9,,1.1
2003,1,18,16:00,UTC,996.4,,1.3
2003,1,18,17:00,UTC,996.1,,1.5
2003,1,18,18:00,UTC,996.1,,1.7
2003,1,18,19:00,UTC,996.1,,2
2003,1,18,20:00,UTC,996.5,,2
2003,1,18,21:00,UTC,996.6,,1.9
2003,1,18,22:00,UTC,996.6,,2
2003,1,18,23:00,UTC,996.8,,1.9
2003,1,19,00:00,UTC,997,,1.7
2003,1,19,01:00,UTC,997.6,,1.5
2003,1,19,02:00,UTC,997.7,,1.3
2003,1,19,03:00,UTC,997.9,,1.3
2003,1,19,04:00,UTC,998.4,,1.2
2003,1,19,05:00,UTC,998.7,,1.4
2003,1,19,06:00,UTC,999.7,,1.1
2003,1,19,07:00,UTC,1000.6,,1
2003,1,19,08:00,UTC,1001.3,,0.8
2003,1,19,09:00,UTC,1002.3,,1
2003,1,19,10:00,UTC,1002.8,,1.9
2003,1,19,11:00,UTC,1002.9,,2.1
2003,1,19,12:00,UTC,1003.5,,2
2003,1,19,13:00,UTC,1004.3,,1.6
2003,1,19,14:00,UTC,1004.9,,1.4
2003,1,19,15:00,UTC,1005.6,,1.1
2003,1,19,16:00,UTC,1006.3,,0.6
2003,1,19,17:00,UTC,1007.2,,0.4
2003,1,19,18:00,UTC,1008.4,,-0.4
2003,1,19,19:00,UTC,1009.5,,-1.1
2003,1,19,20:00,UTC,1010.2,,-1.5
2003,1,19,21:00,UTC,1011.2,,-2
2003,1,19,22:00,UTC,1012,,-2.4
2003,1,19,23:00,UTC,1012.8,,-3.3
2003,1,20,00:00,UTC,1013.2,,-4.6
2003,1,20,01:00,UTC,1013.9,,-5.4
2003,1,20,02:00,UTC,1014.1,,-5.6
2003,1,20,03:00,UTC,1014.3,,-5.9
2003,1,20,04:00,UTC,1014.6,,-6.3
2003,1,20,05:00,UTC,1014.3,,-6.7
2003,1,20,06:00,UTC,1014.4,,-6.9
2003,1,20,07:00,UTC,1014.7,,-6.8
2003,1,20,08:00,UTC,1014.5,,-6.9
2003,1,20,09:00,UTC,1014.4,,-7
2003,1,20,10:00,UTC,1013.5,,-7.1
2003,1,20,11:00,UTC,1012.7,,-7.1
2003,1,20,12:00,UTC,1012.1,,-7.1
2003,1,20,13:00,UTC,1011.1,,-7
2003,1,20,14:00,UTC,1010.4,,-6.5
2003,1,20,15:00,UTC,1009.5,,-5.9
2003,1,20,16:00,UTC,1008.7,,-5.2
2003,1,20,17:00,UTC,1007.6,,-4.3
2003,1,20,18:00,UTC,1006.5,,-3
2003,1,20,19:00,UTC,1005.8,,-1.9
2003,1,20,20:00,UTC,1005.5,,-0.8
2003,1,20,21:00,UTC,1005.3,,-0.2
2003,1,20,22:00,UTC,1005.1,,0.1
2003,1,20,23:00,UTC,1005.3,,0.2
2003,1,21,00:00,UTC,1005.5,,0.3
2003,1,21,01:00,UTC,1005.9,,0.4
2003,1,21,02:00,UTC,1005.7,,0.5
2003,1,21,03:00,UTC,1005.8,,0.6
2003,1,21,04:00,UTC,1006.1,,0.7
2003,1,21,05:00,UTC,1006.1,,0.8
2003,1,21,06:00,UTC,1006.3,,0.7
2003,1,21,07:00,UTC,1006.5,,0.7
2003,1,21,08:00,UTC,1006.7,,0.7
2003,1,21,09:00,UTC,1006.7,,0.8
2003,1,21,10:00,UTC,1006.5,,0.9
2003,1,21,11:00,UTC,1006.4,,0.9
2003,1,21,12:00,UTC,1006.2,,1
2003,1,21,13:00,UTC,1005.7,,1.1
2003,1,21,14:00,UTC,1005.4,,1.2
2003,1,21,15:00,UTC,1005.6,,1.3
2003,1,21,16:00,UTC,1005.3,,1.4
2003,1,21,17:00,UTC,1005,,1.3
2003,1,21,18:00,UTC,1004.9,,1.2
2003,1,21,19:00,UTC,1004.5,,1.3
2003,1,21,20:00,UTC,1004.3,,1.2
2003,1,21,21:00,UTC,1004.9,,1.2
2003,1,21,22:00,UTC,1005.2,,1.1
2003,1,21,23:00,UTC,1005.3,,1.1
2003,1,22,00:00,UTC,1005.7,,1
2003,1,22,01:00,UTC,1005.9,,1
2003,1,22,02:00,UTC,1005.9,,0.9
2003,1,22,03:00,UTC,1005.9,,0.9
2003,1,22,04:00,UTC,1005.9,,0.9
2003,1,22,05:00,UTC,1006.3,,1
2003,1,22,06:00,UTC,1006.7,,1.1
2003,1,22,07:00,UTC,1007,,1
2003,1,22,08:00,UTC,1007.6,,1
2003,1,22,09:00,UTC,1007.7,,0.9
2003,1,22,10:00,UTC,1007.9,,0.9
2003,1,22,11:00,UTC,1008.1,,0.8
2003,1,22,12:00,UTC,1008.3,,0.7
2003,1,22,13:00,UTC,1008.4,,0.3
2003,1,22,14:00,UTC,1008.7,,0.5
2003,1,22,15:00,UTC,1009.1,,0.1
2003,1,22,16:00,UTC,1009.3,,0.1
2003,1,22,17:00,UTC,1009.7,,-0.4
2003,1,22,18:00,UTC,1010.1,,-0.8
2003,1,22,19:00,UTC,1010.3,,-0.8
2003,1,22,20:00,UTC,1010.6,,-0.6
2003,1,22,21:00,UTC,1010.8,,-0.5
2003,1,22,22:00,UTC,1011.2,,-0.6
2003,1,22,23:00,UTC,1011.4,,-0.6
2003,1,23,00:00,UTC,1011.7,,-0.6
2003,1,23,01:00,UTC,1011.8,,-0.6
2003,1,23,02:00,UTC,1011.9,,-0.5
2003,1,23,03:00,UTC,1012.1,,-0.4
2003,1,23,04:00,UTC,1012.3,,-0.6
2003,1,23,05:00,UTC,1012.7,,-0.7
2003,1,23,06:00,UTC,1012.7,,-0.5
2003,1,23,07:00,UTC,1013.2,,-0.3
2003,1,23,08:00,UTC,1013.7,,-0.3
2003,1,23,09:00,UTC,1014.3,,-0.3
2003,1,23,10:00,UTC,1014.5,,-0.3
2003,1,23,11:00,UTC,1014.9,,-0.3
2003,1,23,12:00,UTC,1015.1,,-0.3
2003,1,23,13:00,UTC,1015.7,,-0.3
2003,1,23,14:00,UTC,1016.2,,-0.2
2003,1,23,15:00,UTC,1016.7,,-0.2
2003,1,23,16:00,UTC,1017.1,,-0.2
2003,1,23,17:00,UTC,1017.7,,-0.2
2003,1,23,18:00,UTC,1018.5,,0
2003,1,23,19:00,UTC,1019,,0
2003,1,23,20:00,UTC,1019.7,,0.1
2003,1,23,21:00,UTC,1020.6,,0
2003,1,23,22:00,UTC,1021.3,,0.1
2003,1,23,23:00,UTC,1022.1,,0
